attr_o,sinc_o,shar_o,gender,pf_o_att,pf_o_sin,pf_o_int,pf_o_fun,pf_o_amb,pf_o_sha
7,9,3,0,6.67,19.05,42.86,9.52,14.29,7.62
8,8,6,0,25,20,15,25,10,5
8,6,7,0,50,0,20,20,0,10
5,6,3,0,40,30,10,8,2,10
6,6,8,0,20,25,20,10,5,20
4,7,5,0,30,15,15,20,10,10
8,9,7,0,17,19,18,17,11,18
10,10,5,0,20,20,20,20,10,10
7,8,4,0,24,15,20,20,8,13
5,7,7,0,50,20,10,10,5,5
5,7,5,0,25,5,30,15,5,20
6,7,4,0,19,13,18,18,10,22
6,6,5,0,20,10,30,20,10,10
9,8,5,0,6.67,19.05,42.86,9.52,14.29,7.62
5,6,3,0,25,20,15,25,10,5
8,9,5,0,50,0,20,20,0,10
5,6,4,0,40,30,10,8,2,10
6,8,6,0,20,25,20,10,5,20
4,8,5,0,30,15,15,20,10,10
10,10,7,0,17,19,18,17,11,18
8,8,3,0,24,15,20,20,8,13
6,5,7,0,50,20,10,10,5,5
7,6,2,0,25,5,30,15,5,20
4,8,4,0,19,13,18,18,10,22
9,8,6,0,20,10,30,20,10,10
8,8,2,0,6.67,19.05,42.86,9.52,14.29,7.62
6,6,2,0,25,20,15,25,10,5
7,10,5,0,50,0,20,20,0,10
8,6,5,0,20,25,20,10,5,20
4,8,6,0,30,15,15,20,10,10
8,9,7,0,17,19,18,17,11,18
8,8,5,0,24,15,20,20,8,13
5,8,6,0,50,20,10,10,5,5
7,8,6,0,25,5,30,15,5,20
5,7,8,0,19,13,18,18,10,22
7,8,6,0,20,10,30,20,10,10
10,8,4,0,6.67,19.05,42.86,9.52,14.29,7.62
7,7,4,0,25,20,15,25,10,5
7,7,9,0,50,0,20,20,0,10
6,6,3,0,40,30,10,8,2,10
9,9,6,0,20,25,20,10,5,20
6,8,7,0,30,15,15,20,10,10
4,9,6,1,20,20,35,5,10,10
5,5,4,1,15,20,35,15,5,10
5,10,8,1,25,25,15,15,10,10
6,8,6,1,10,30,20,10,15,15
8,9,5,1,10,40,10,20,10,10
6,10,8,1,15,20,25,15,15,10
5,6,2,1,20,20,20,20,10,10
4,6,6,1,20,25,25,10,15,5
2,8,0,1,5,20,25,25,15,10
5,8,6,1,10,47,16,12,3,12
9,9,9,1,16,20,19,16,18,11
3,6,4,1,10,20,20,15,20,15
7,9,7,1,20,20,35,5,10,10
7,8,5,1,15,20,35,15,5,10
7,8,8,1,25,25,15,15,10,10
7,9,5,1,10,30,20,10,15,15
7,8,7,1,10,40,10,20,10,10
10,10,9,1,15,20,25,15,15,10
6,7,6,1,20,20,20,20,10,10
7,8,7,1,20,25,25,10,15,5
6,7,4,1,5,20,25,25,15,10
7,9,7,1,10,47,16,12,3,12
8,9,6,1,16,20,19,16,18,11
4,7,5,1,10,20,20,15,20,15
5,6,3,1,20,20,35,5,10,10
6,5,3,1,15,20,35,15,5,10
7,8,7,1,25,25,15,15,10,10
7,7,6,1,10,30,20,10,15,15
8,8,8,1,10,40,10,20,10,10
6,9,2,1,15,20,25,15,15,10
3,7,2,1,20,20,20,20,10,10
7,5,2,1,20,25,25,10,15,5
8,7,0,1,5,20,25,25,15,10
8,7,5,1,10,47,16,12,3,12
7,6,5,1,16,20,19,16,18,11
4,6,3,1,10,20,20,15,20,15
6,6,2,1,20,20,35,5,10,10
7,6,5,1,15,20,35,15,5,10
5,9,8,1,25,25,15,15,10,10
8,9,8,1,10,30,20,10,15,15
10,9,9,1,10,40,10,20,10,10
7,10,9,1,15,20,25,15,15,10
7,8,6,1,20,20,20,20,10,10
8,7,6,1,20,25,25,10,15,5
7,7,5,1,5,20,25,25,15,10
9,8,7,1,10,47,16,12,3,12
8,8,6,1,16,20,19,16,18,11
7.5,8,5.5,1,10,20,20,15,20,15
6,8,7,1,20,20,35,5,10,10
5,7,7,1,10,18,20,16,16,20
6,6,5,1,15,20,35,15,5,10
5,5,6,1,25,25,15,15,10,10
8,9,7,1,10,30,20,10,15,15
8,9,10,1,10,40,10,20,10,10
8,10,10,1,15,20,25,15,15,10
5,6,6,1,20,20,20,20,10,10
10,10,10,1,50,5,20,10,5,10
6,10,7,1,20,25,25,10,15,5
7,6,5,1,5,20,25,25,15,10
7,8,8,1,10,47,16,12,3,12
7,8,6,1,16,20,19,16,18,11
7,8,7,1,10,20,20,15,20,15
5,8,8,1,20,20,35,5,10,10
8,8,8,1,15,20,35,15,5,10
5,7,7,1,25,25,15,15,10,10
8,8,8,1,10,30,20,10,15,15
8,9,7,1,10,40,10,20,10,10
9,10,9,1,15,20,25,15,15,10
7,7,6,1,20,20,20,20,10,10
7,8,7,1,20,25,25,10,15,5
6,9,5,1,5,20,25,25,15,10
7,7,6,1,10,47,16,12,3,12
7,8,6,1,16,20,19,16,18,11
8,9,8,1,10,20,20,15,20,15
4,9,8,1,20,20,35,5,10,10
5,5,2,1,15,20,35,15,5,10
5,7,6,1,25,25,15,15,10,10
6,8,6,1,10,30,20,10,15,15
8,9,7,1,10,40,10,20,10,10
4,9,2,1,15,20,25,15,15,10
7,6,6,1,20,20,20,20,10,10
5,7,6,1,50,5,20,10,5,10
6,7,6,1,20,25,25,10,15,5
6,9,4,1,5,20,25,25,15,10
6,8,6,1,10,47,16,12,3,12
6,8,6,1,16,20,19,16,18,11
4,8,4,1,10,20,20,15,20,15
6,8,6,1,20,20,35,5,10,10
7,8,5,1,15,20,35,15,5,10
3,5,5,1,25,25,15,15,10,10
9,8,8,1,10,30,20,10,15,15
7,7,4,1,10,40,10,20,10,10
8,10,7,1,15,20,25,15,15,10
5,6,5,1,20,20,20,20,10,10
5,6,5,1,20,25,25,10,15,5
6,8,2,1,5,20,25,25,15,10
5,9,8,1,10,47,16,12,3,12
8,8,6,1,16,20,19,16,18,11
6.5,8,6.5,1,10,20,20,15,20,15
8,9,8,1,20,20,35,5,10,10
9,8,8,1,15,20,35,15,5,10
7,7,7,1,25,25,15,15,10,10
9,9,9,1,10,30,20,10,15,15
10,10,8,1,10,40,10,20,10,10
8,9,10,1,15,20,25,15,15,10
6,6,4,1,20,20,20,20,10,10
6,7,5,1,20,25,25,10,15,5
9,8,5,1,5,20,25,25,15,10
7,5,7,1,10,47,16,12,3,12
7,8,6,1,16,20,19,16,18,11
8,8,5,1,20,20,35,5,10,10
8,10,8,1,15,20,35,15,5,10
8,8,8,1,25,25,15,15,10,10
9,7,5,1,10,30,20,10,15,15
8,9,8,1,10,40,10,20,10,10
10,9,9,1,15,20,25,15,15,10
9,8,5,1,20,20,20,20,10,10
7,7,7,1,20,25,25,10,15,5
7,7,8,1,5,20,25,25,15,10
8,5,3,1,10,47,16,12,3,12
7,8,6,1,16,20,19,16,18,11
7,6,7,1,10,20,20,15,20,15
3,8,5,1,20,20,35,5,10,10
5,9,8,1,10,18,20,16,16,20
5,5,8,1,15,20,35,15,5,10
3,8,9,1,25,25,15,15,10,10
6,7,5,1,10,30,20,10,15,15
7,9,6,1,10,40,10,20,10,10
7,10,6,1,15,20,25,15,15,10
5,10,2,1,20,20,20,20,10,10
5,7,5,1,20,25,25,10,15,5
5,6,2,1,5,20,25,25,15,10
4,7,8,1,10,47,16,12,3,12
5,6,6,1,16,20,19,16,18,11
4,6,5,1,10,20,20,15,20,15
2,8,7,1,20,20,35,5,10,10
7,9,5,1,15,20,35,15,5,10
3,10,10,1,25,25,15,15,10,10
6,7,8,1,10,30,20,10,15,15
7,8,8,1,10,40,10,20,10,10
8,10,10,1,15,20,25,15,15,10
5,6,6,1,20,20,20,20,10,10
3,6,4,1,20,25,25,10,15,5
3,6,0,1,5,20,25,25,15,10
4,6,6,1,10,47,16,12,3,12
5,6,5,1,16,20,19,16,18,11
3,8,5,1,10,20,20,15,20,15
4,5,9,1,20,20,35,5,10,10
5,5,5,1,15,20,35,15,5,10
3,7,7,1,25,25,15,15,10,10
6,7,5,1,10,30,20,10,15,15
7,9,4,1,10,40,10,20,10,10
8,9,9,1,15,20,25,15,15,10
5,6,5,1,20,20,20,20,10,10
5,8,7,1,20,25,25,10,15,5
5,6,3,1,5,20,25,25,15,10
7,7,5,1,10,47,16,12,3,12
6,6,5,1,16,20,19,16,18,11
5,6,4,1,10,20,20,15,20,15
5,7,1,1,20,20,35,5,10,10
8,7,7,1,15,20,35,15,5,10
4,7,5,1,25,25,15,15,10,10
7,7,7,1,10,30,20,10,15,15
6,7,2,1,10,40,10,20,10,10
9,8,9,1,15,20,25,15,15,10
6,6,6,1,20,20,20,20,10,10
4,6,5,1,20,25,25,10,15,5
5,5,0,1,5,20,25,25,15,10
7,6,5,1,10,47,16,12,3,12
6,6,4,1,16,20,19,16,18,11
4,7,5,1,10,20,20,15,20,15
7,7,7,0,60,10,10,10,5,5
6,6,4,0,50,5,15,20,10,0
6,7,6,0,40,10,15,10,10,15
6,8,1,0,20,15,30,10,15,10
9,9,6,0,17,17,17,17,16,16
6,6,5,0,10,20,25,20,20,5
8,10,8,0,60,10,10,10,5,5
8,8,7,0,50,5,15,20,10,0
8,7,7,0,40,10,15,10,10,15
8,8,5,0,20,10,20,20,15,15
6,5,2,0,20,15,30,10,15,10
10,10,8,0,17,17,17,17,16,16
6,6,5,0,10,20,25,20,20,5
10,10,10,0,60,10,10,10,5,5
7,8,6,0,50,5,15,20,10,0
6,8,6,0,40,10,15,10,10,15
7,7,8,0,20,15,30,10,15,10
6,6,5,0,17,17,17,17,16,16
5,6,5,0,10,20,25,20,20,5
5,10,8,0,60,10,10,10,5,5
5,8,6,0,50,5,15,20,10,0
7,8,7,0,40,10,15,10,10,15
6,8,6,0,20,15,30,10,15,10
10,9,9,0,17,17,17,17,16,16
5,6,7,0,10,20,25,20,20,5
6,10,8,0,60,10,10,10,5,5
4,7,3,0,50,5,15,20,10,0
6,8,7,0,40,10,15,10,10,15
4,7,3,0,20,10,20,20,15,15
4,8,6,0,20,15,30,10,15,10
7,10,7,0,17,17,17,17,16,16
5,8,8,0,10,20,25,20,20,5
9,10,9,0,60,10,10,10,5,5
7,8,8,0,50,5,15,20,10,0
9,7,6,0,40,10,15,10,10,15
7,6,7,0,20,10,20,20,15,15
8,5,5,0,20,15,30,10,15,10
10,10,8,0,17,17,17,17,16,16
8,8,7,0,10,20,25,20,20,5
10,10,9,0,60,10,10,10,5,5
6,8,7,0,50,5,15,20,10,0
8,8,8,0,40,10,15,10,10,15
5,8,6,0,20,10,20,20,15,15
5,7,2,0,20,15,30,10,15,10
9,6,6,0,17,17,17,17,16,16
8,8,7,0,10,20,25,20,20,5
4,6,5,0,60,10,10,10,5,5
4,6,3,0,50,5,15,20,10,0
6,7,5,0,40,10,15,10,10,15
2,2,1,0,20,15,30,10,15,10
7,9,6,0,17,17,17,17,16,16
6,8,6,0,10,20,25,20,20,5
7,7,6,0,60,10,10,10,5,5
9,8,7,0,50,5,15,20,10,0
8,8,7,0,40,10,15,10,10,15
8,8,8,0,20,10,20,20,15,15
6,3,1,0,20,15,30,10,15,10
10,7,6,0,17,17,17,17,16,16
7,7,6,0,10,20,25,20,20,5
4,8,5,0,60,10,10,10,5,5
3,4,5,0,50,5,15,20,10,0
5,8,7,0,40,10,15,10,10,15
2,7,2,0,20,15,30,10,15,10
8,9,6,0,17,17,17,17,16,16
6,5,6,0,10,20,25,20,20,5
6,7,6,1,10,20,20,20,10,20
1,10,1,1,40,10,15,20,10,5
5,7,5,1,10,20,20,10,10,30
5,10,2,1,15,10,20,20,20,15
6,8,6,1,22,12,30,25,10,1
3,9,2,1,15,25,15,20,10,15
4,8,3,1,15,15,10,25,10,25
8,7,6,1,10,20,20,20,10,20
3,6,3,1,40,10,15,20,10,5
7,7,5,1,10,20,20,10,10,30
8,8,8,1,22,12,30,25,10,1
8,9,7,1,15,25,15,20,10,15
10,8,4,1,15,15,10,25,10,25
8,7,6,1,10,20,20,20,10,20
2,6,2,1,40,10,15,20,10,5
7,6,5,1,10,20,20,10,10,30
8,10,6,1,15,15,15,20,20,15
8,8,8,1,15,10,20,20,20,15
8,6,5,1,22,12,30,25,10,1
6,8,6,1,15,25,15,20,10,15
10,8,7,1,15,15,10,25,10,25
1,7,1,1,40,10,15,20,10,5
8,7,5,1,10,20,20,10,10,30
7,10,6,1,15,15,15,20,20,15
8,10,8,1,15,10,20,20,20,15
8,7,8,1,22,12,30,25,10,1
6,7,6,1,15,22,22,16,15,10
6,7,6,1,15,25,15,20,10,15
7,7,5,1,15,15,10,25,10,25
6,7,6,1,10,20,20,20,10,20
3,7,2,1,40,10,15,20,10,5
6,7,5,1,10,20,20,10,10,30
8,8,5,1,15,10,20,20,20,15
6,8,8,1,22,12,30,25,10,1
7,7,6,1,15,22,22,16,15,10
4,9,4,1,15,25,15,20,10,15
6,7,2,1,15,15,10,25,10,25
6,8,8,1,10,20,20,20,10,20
1,7,1,1,40,10,15,20,10,5
6,8,7,1,10,20,20,10,10,30
8,10,7,1,15,15,15,20,20,15
8,10,8,1,15,10,20,20,20,15
7,9,6,1,22,12,30,25,10,1
6,8,3,1,15,22,22,16,15,10
4,8,2,1,15,25,15,20,10,15
5,7,5,1,15,15,10,25,10,25
6,7,6,1,10,20,20,20,10,20
1,7,2,1,40,10,15,20,10,5
5,5,5,1,10,20,20,10,10,30
8,8,3,1,15,10,20,20,20,15
5,7,5,1,22,12,30,25,10,1
3,7,2,1,15,22,22,16,15,10
4,9,2,1,15,25,15,20,10,15
4,8,3,1,15,15,10,25,10,25
7,8,1,0,30,20,30,5,5,10
8,8,8,0,20.51,14.53,24.79,17.09,5.98,17.09
6,7,5,0,25,20,20,20,5,10
8,9,8,0,25,25,25,15,10,0
6,7,8,0,31.58,10.53,15.79,21.05,10.53,10.53
9,8,9,0,14,18,17,16,15,20
6,8,7,0,30,15,20,25,5,5
8,7,8,0,20,10,25,20,10,15
6,9,3,0,50,10,10,10,10,10
8,7,5,0,40,0,10,50,0,0
8,7,8,0,75,5,5,10,0,5
7,6,5,0,50,10,10,10,5,15
4,7,3,0,30,20,15,15,8,12
8,9,7,0,30,10,15,20,15,10
8,8,6,0,25,20,10,20,15,10
6,7,4,0,25,15,20,20,10,10
6,7,7,0,20.51,14.53,24.79,17.09,5.98,17.09
6,8,6,0,25,20,20,20,5,10
6,7,7,0,25,25,25,15,10,0
5,5,4,0,31.58,10.53,15.79,21.05,10.53,10.53
7,6,6,0,14,18,17,16,15,20
7,6,7,0,30,15,20,25,5,5
7,8,6,0,20,10,25,20,10,15
10,8,6,0,17,18,28,27,5,5
5,5,3,0,50,10,10,10,10,10
6,10,5,0,40,0,10,50,0,0
5,5,5,0,50,10,10,10,5,15
3,6,3,0,30,20,15,15,8,12
6,9,8,0,30,10,15,20,15,10
5,5,4,0,25,20,10,20,15,10
4,6,3,0,25,15,20,20,10,10
10,10,8,0,30,20,30,5,5,10
7,7,7,0,20.51,14.53,24.79,17.09,5.98,17.09
4,7,4,0,25,20,20,20,5,10
3,9,6,0,25,25,25,15,10,0
6,9,7,0,31.58,10.53,15.79,21.05,10.53,10.53
6,7,6,0,14,18,17,16,15,20
3,6,9,0,30,15,20,25,5,5
5,7,5,0,20,10,25,20,10,15
8,7,4,0,17,18,28,27,5,5
3,6,1,0,50,10,10,10,10,10
2,10,8,0,40,0,10,50,0,0
7,9,6,0,75,5,5,10,0,5
5,5,5,0,50,10,10,10,5,15
5,9,4,0,30,10,15,20,15,10
5,7,4,0,25,15,20,20,10,10
9,9,9,0,30,20,30,5,5,10
8,8,8,0,20.51,14.53,24.79,17.09,5.98,17.09
6,7,5,0,25,20,20,20,5,10
8,7,9,0,25,25,25,15,10,0
8,6,6,0,31.58,10.53,15.79,21.05,10.53,10.53
8,9,8,0,14,18,17,16,15,20
5,5,7,0,30,15,20,25,5,5
7,8,8,0,20,10,25,20,10,15
10,8,6,0,17,18,28,27,5,5
6,6,6,0,50,10,10,10,10,10
4,8,5,0,40,0,10,50,0,0
7,7,7,0,30,15,15,20,5,15
7,9,9,0,75,5,5,10,0,5
6,4,5,0,50,10,10,10,5,15
3,5,5,0,30,20,15,15,8,12
7,9,7,0,30,10,15,20,15,10
8,8,5,0,25,20,10,20,15,10
7,8,6,0,25,15,20,20,10,10
7,7,7,0,20.51,14.53,24.79,17.09,5.98,17.09
5,8,7,0,25,20,20,20,5,10
7,9,7,0,25,25,25,15,10,0
3,8,2,0,31.58,10.53,15.79,21.05,10.53,10.53
6,6,5,0,14,18,17,16,15,20
7,7,5,0,30,15,20,25,5,5
7,8,7,0,20,10,25,20,10,15
10,8,8,0,17,18,28,27,5,5
5,10,7,0,50,10,10,10,10,10
4,8,5,0,40,0,10,50,0,0
7,7,7,0,30,15,15,20,5,15
7,8,6,0,75,5,5,10,0,5
6,5,5,0,50,10,10,10,5,15
3,7,3,0,30,20,15,15,8,12
5,8,5,0,25,20,10,20,15,10
7,8,5,0,25,15,20,20,10,10
4,9,1,0,30,20,30,5,5,10
2,4,1,0,25,20,20,20,5,10
3,8,5,0,25,25,25,15,10,0
4,8,3,0,31.58,10.53,15.79,21.05,10.53,10.53
2,6,4,0,14,18,17,16,15,20
4,4,3,0,17,18,28,27,5,5
2,10,2,0,50,10,10,10,10,10
2,8,5,0,40,0,10,50,0,0
2,6,1,0,30,15,15,20,5,15
4,3,0,0,75,5,5,10,0,5
5,4,4,0,50,10,10,10,5,15
1,4,1,0,30,20,15,15,8,12
4,9,5,0,30,10,15,20,15,10
5,6,2,0,25,20,10,20,15,10
4,8,3,0,25,15,20,20,10,10
7,7,8,0,30,20,30,5,5,10
5,8,6,0,20.51,14.53,24.79,17.09,5.98,17.09
6,8,4,0,25,20,20,20,5,10
6,8,8,0,25,25,25,15,10,0
2,7,2,0,31.58,10.53,15.79,21.05,10.53,10.53
5,6,4,0,14,18,17,16,15,20
5,8,6,0,30,15,20,25,5,5
4,4,3,0,17,18,28,27,5,5
4,7,3,0,50,10,10,10,10,10
3,8,5,0,40,0,10,50,0,0
5,9,6,0,30,15,15,20,5,15
6,9,9,0,75,5,5,10,0,5
5,6,4,0,50,10,10,10,5,15
3,6,3,0,30,20,15,15,8,12
5,9,6,0,30,10,15,20,15,10
5,9,6,0,25,20,10,20,15,10
4,8,4,0,25,15,20,20,10,10
10,10,9,0,30,20,30,5,5,10
8,8,8,0,20.51,14.53,24.79,17.09,5.98,17.09
7,8,7,0,25,20,20,20,5,10
9,8,6,0,25,25,25,15,10,0
7,7,4,0,31.58,10.53,15.79,21.05,10.53,10.53
9,10,9,0,14,18,17,16,15,20
8,7,8,0,30,15,20,25,5,5
7,8,7,0,20,10,25,20,10,15
5,6,2,0,50,10,10,10,10,10
8,8,5,0,40,0,10,50,0,0
10,10,10,0,75,5,5,10,0,5
8,7,6,0,50,10,10,10,5,15
10,8,8,0,30,20,15,15,8,12
10,9,6,0,30,10,15,20,15,10
8,8,5,0,25,20,10,20,15,10
6,7,3,0,25,15,20,20,10,10
10,10,8,0,30,20,30,5,5,10
8,8,7,0,20.51,14.53,24.79,17.09,5.98,17.09
7,8,8,0,25,20,20,20,5,10
6,9,7,0,25,25,25,15,10,0
9,6,8,0,31.58,10.53,15.79,21.05,10.53,10.53
8,7,8,0,14,18,17,16,15,20
7,7,6,0,30,15,20,25,5,5
7,8,6,0,20,10,25,20,10,15
8,8,5,0,17,18,28,27,5,5
8,7,6,0,50,10,10,10,10,10
7,8,5,0,40,0,10,50,0,0
9,8,5,0,30,15,15,20,5,15
10,9,9,0,75,5,5,10,0,5
6,5,5,0,50,10,10,10,5,15
7,7,6,0,30,20,15,15,8,12
6,9,5,0,30,10,15,20,15,10
7,8,4,0,25,20,10,20,15,10
8,8,7,0,25,15,20,20,10,10
5,9,1,0,30,20,30,5,5,10
7,7,7,0,20.51,14.53,24.79,17.09,5.98,17.09
7,7,6,0,25,20,20,20,5,10
9,9,7,0,25,25,25,15,10,0
7,7,4,0,31.58,10.53,15.79,21.05,10.53,10.53
6,8,7,0,14,18,17,16,15,20
8,6,4,0,30,15,20,25,5,5
8,7,6,0,20,10,25,20,10,15
6,8,4,0,17,18,28,27,5,5
3,7,1,0,50,10,10,10,10,10
7,9,3,0,30,15,15,20,5,15
9,6,9,0,75,5,5,10,0,5
7,6,6,0,50,10,10,10,5,15
7,6,6,0,30,20,15,15,8,12
5,9,5,0,30,10,15,20,15,10
8,8,4,0,25,20,10,20,15,10
8,7,4,0,25,15,20,20,10,10
6,10,4,0,30,20,30,5,5,10
6,8,6,0,20.51,14.53,24.79,17.09,5.98,17.09
8,8,8,0,25,20,20,20,5,10
7,9,7,0,25,25,25,15,10,0
4,6,4,0,31.58,10.53,15.79,21.05,10.53,10.53
6,8,5,0,14,18,17,16,15,20
4,4,4,0,30,15,20,25,5,5
7,9,6,0,20,10,25,20,10,15
7,10,3,0,17,18,28,27,5,5
3,8,1,0,50,10,10,10,10,10
6,8,2,0,40,0,10,50,0,0
6,9,4,0,30,15,15,20,5,15
6,9,8,0,75,5,5,10,0,5
7,6,6,0,50,10,10,10,5,15
5,5,3,0,30,20,15,15,8,12
5,9,5,0,30,10,15,20,15,10
6,8,2,0,25,20,10,20,15,10
7,9,5,0,25,15,20,20,10,10
4,9,3,0,30,20,30,5,5,10
6,8,6,0,20.51,14.53,24.79,17.09,5.98,17.09
5,7,4,0,25,20,20,20,5,10
5,8,4,0,25,25,25,15,10,0
4,6,4,0,31.58,10.53,15.79,21.05,10.53,10.53
4,7,2,0,14,18,17,16,15,20
6,10,6,0,17,18,28,27,5,5
5,9,2,0,50,10,10,10,10,10
4,9,2,0,40,0,10,50,0,0
5,9,4,0,30,15,15,20,5,15
6,6,0,0,75,5,5,10,0,5
5,5,5,0,50,10,10,10,5,15
2,4,2,0,30,20,15,15,8,12
5,9,4,0,30,10,15,20,15,10
6,9,4,0,25,20,10,20,15,10
7,10,5,0,25,15,20,20,10,10
10,9,9,0,30,20,30,5,5,10
6,8,8,0,20.51,14.53,24.79,17.09,5.98,17.09
7,7,7,0,25,20,20,20,5,10
8,7,8,0,25,25,25,15,10,0
8,6,6,0,31.58,10.53,15.79,21.05,10.53,10.53
8,7,7,0,14,18,17,16,15,20
7,8,8,0,30,15,20,25,5,5
7,8,9,0,20,10,25,20,10,15
10,9,10,0,17,18,28,27,5,5
6,8,8,0,50,10,10,10,10,10
6,8,10,0,40,0,10,50,0,0
7,7,8,0,30,15,15,20,5,15
7,9,10,0,75,5,5,10,0,5
6,4,6,0,50,10,10,10,5,15
2,3,3,0,30,20,15,15,8,12
6,8,6,0,30,10,15,20,15,10
6,7,4,0,25,20,10,20,15,10
6,6,5,0,25,15,20,20,10,10
7,8,4,0,30,20,30,5,5,10
8,8,8,0,20.51,14.53,24.79,17.09,5.98,17.09
6,8,7,0,25,20,20,20,5,10
7,9,7,0,25,25,25,15,10,0
9,7,8,0,31.58,10.53,15.79,21.05,10.53,10.53
9,8,8,0,14,18,17,16,15,20
7,7,5,0,30,15,20,25,5,5
7,8,7,0,20,10,25,20,10,15
8,8,7,0,50,10,10,10,10,10
8,6,5,0,40,0,10,50,0,0
9,8,6,0,30,15,15,20,5,15
8,9,8,0,75,5,5,10,0,5
7,6,5,0,50,10,10,10,5,15
2,4,2,0,30,20,15,15,8,12
7,8,5,0,30,10,15,20,15,10
7,6,5,0,25,20,10,20,15,10
7,8,5,0,25,15,20,20,10,10
9,10,7,0,30,20,30,5,5,10
9,7,6,0,25,25,25,15,10,0
9.9,8,9,0,31.58,10.53,15.79,21.05,10.53,10.53
9,7,7,0,30,15,20,25,5,5
7,7,7,0,20,10,25,20,10,15
7,7,3,0,40,0,10,50,0,0
6,6,5,0,50,10,10,10,5,15
6,8,3,0,30,20,15,15,8,12
9,9,7,0,30,10,15,20,15,10
7,8,5,0,30,20,30,5,5,10
7,7,7,0,20.51,14.53,24.79,17.09,5.98,17.09
6,7,5,0,25,20,20,20,5,10
10,9,8,0,25,25,25,15,10,0
6,8,6,0,31.58,10.53,15.79,21.05,10.53,10.53
8,8,8,0,14,18,17,16,15,20
6,7,5,0,30,15,20,25,5,5
7,9,7,0,20,10,25,20,10,15
9,7,5,0,50,10,10,10,10,10
6,7,1,0,40,0,10,50,0,0
8,8,5,0,30,15,15,20,5,15
10,8,8,0,50,10,10,10,5,15
6,8,6,0,30,20,15,15,8,12
9,9,9,0,30,10,15,20,15,10
7,7,8,0,25,20,10,20,15,10
8,8,4,0,25,15,20,20,10,10
7,9,7,0,30,20,30,5,5,10
8,8,8,0,20.51,14.53,24.79,17.09,5.98,17.09
7,8,6,0,25,20,20,20,5,10
7,7,7,0,25,25,25,15,10,0
8,7,7,0,14,18,17,16,15,20
7,7,6,0,30,15,20,25,5,5
9,6,7,0,20,10,25,20,10,15
8,8,3,0,17,18,28,27,5,5
7,9,9,0,50,10,10,10,10,10
6,6,7,0,40,0,10,50,0,0
9,8,6,0,30,15,15,20,5,15
9,9,8,0,75,5,5,10,0,5
6,5,6,0,50,10,10,10,5,15
5,7,6,0,30,20,15,15,8,12
10,10,10,0,30,10,15,20,15,10
7,8,0,0,25,20,10,20,15,10
6,7,4,0,25,15,20,20,10,10
9.5,9,7,0,30,20,30,5,5,10
7,8,7,0,20.51,14.53,24.79,17.09,5.98,17.09
7,6,6,0,25,20,20,20,5,10
8,10,8,0,25,25,25,15,10,0
7,7,7,0,14,18,17,16,15,20
5,8,7,0,30,15,20,25,5,5
10,9,9,0,17,18,28,27,5,5
6,3,1,0,50,10,10,10,10,10
5,8,4,0,40,0,10,50,0,0
2,2,0,0,30,15,15,20,5,15
6,5,1,0,75,5,5,10,0,5
5,7,3,0,50,10,10,10,5,15
2,4,1,0,30,20,15,15,8,12
9,9,7,0,30,10,15,20,15,10
5,7,2,0,25,20,10,20,15,10
6,7,4,0,25,15,20,20,10,10
9,10,6,0,30,20,30,5,5,10
6,8,7,0,20.51,14.53,24.79,17.09,5.98,17.09
4,6,4,0,25,20,20,20,5,10
9,8,7,0,25,25,25,15,10,0
2,7,5,0,31.58,10.53,15.79,21.05,10.53,10.53
6,7,6,0,14,18,17,16,15,20
4,9,4,0,30,15,20,25,5,5
7,9,7,0,20,10,25,20,10,15
7,10,4,0,17,18,28,27,5,5
7,7,7,0,40,0,10,50,0,0
6,6,5,0,50,10,10,10,5,15
4,9,5,0,30,20,15,15,8,12
5,9,5,0,30,10,15,20,15,10
8,8,8,0,25,20,10,20,15,10
5,8,4,0,25,15,20,20,10,10
4,3,1,1,20,20,20,20,20,0
3,5,5,1,5,25,20,10,15,25
6,9,7,1,15,15,15,20,20,15
4,1,5,1,30,5,10,20,30,5
8,10,6,1,15,25,15,15,15,15
4,9,6,1,12,25,25,8,15,15
6,6,5,1,20,20,20,10,10,20
1,10,4,1,20,10,20,20,20,10
4,8,7,1,50,20,10,5,10,5
2,6,0,1,15,20,20,20,20,5
6,7,6,1,20,10,25,25,10,10
4,4,2,1,20,30,10,10,10,20
6,4,8,1,20,20,20,20,20,0
5,5,5,1,5,25,20,10,15,25
6,6,6,1,15,15,15,20,20,15
6,10,3,1,10,20,27,23,15,5
7,8,7,1,30,5,10,20,30,5
7,6,3,1,15,25,15,15,15,15
4,7,8,1,25,20,10,20,20,5
5,8,5,1,12,25,25,8,15,15
7,7,7,1,15,15,30,15,15,10
6,8,8,1,20,20,20,10,10,20
4,10,10,1,20,10,20,20,20,10
5,8,7,1,50,20,10,5,10,5
3,7,3,1,15,20,20,20,20,5
6,8,6,1,20,10,25,25,10,10
5,6,5,1,20,30,10,10,10,20
4,10,4,1,20,20,20,20,20,0
7,7,5,1,5,25,20,10,15,25
5,5,5,1,15,15,15,20,20,15
4,10,1,1,10,20,27,23,15,5
6,10,5,1,30,5,10,20,30,5
9,9,6,1,15,25,15,15,15,15
4,8,4,1,12,25,25,8,15,15
7,7,7,1,15,15,30,15,15,10
6,8,8,1,20,20,20,10,10,20
